ComplaintID,CaseID,ComplaintDate,ComplainantName,ContactNumber,ComplaintText,PoliceStation,Status
CMP00373,KSP/DIS001/2026/00373,2026-02-10,Imran Bhat,9876110373,"Fire Incident reported at Bengaluru Urban Traffic PS, Bengaluru Urban. Brief: Industrial or residential fire accident inquiry. Incident occurred near Bengaluru Urban Traffic PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Traffic PS,Assigned to IO
CMP00374,KSP/DIS002/2026/00374,2026-03-11,Ajay Deshmukh,9876110374,"Unknown Dead Body reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Central PS,Assigned to IO
CMP00375,KSP/DIS003/2026/00375,2026-04-12,Ananya Joshi,9876110375,"Suicide Investigation reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Unnatural death and suicide note inquiry. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Ramanagara Cyber Crime PS,Assigned to IO
CMP00376,KSP/DIS004/2026/00376,2026-05-13,Deepak Naik,9876110376,"Property Disputes reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Chikkaballapura Traffic PS,Assigned to IO
CMP00377,KSP/DIS005/2026/00377,2026-06-14,Sanjay Iyengar,9876110377,"Public Disturbance reported at Kolar Town PS, Kolar. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Kolar Town PS,Assigned to IO
CMP00378,KSP/DIS006/2026/00378,2026-07-15,Pooja Gowda,9876110378,"Synthetic Drugs (MDMA) reported at Tumakuru Central PS, Tumakuru. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Tumakuru Central PS,Assigned to IO
CMP00379,KSP/DIS007/2026/00379,2026-08-16,Santosh Patil,9876110379,"Murder reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: Premeditated homicide investigation. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Shivamogga Cyber Crime PS,Assigned to IO
CMP00380,KSP/DIS008/2026/00380,2026-09-17,Ramesh Kumar,9876110380,"Attempt to Murder reported at Chitradurga Traffic PS, Chitradurga. Brief: Violent assault with deadly weapon. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Chitradurga Traffic PS,Assigned to IO
CMP00381,KSP/DIS009/2026/00381,2026-10-18,Sunita Rao,9876110381,"Assault & Grievous Hurt reported at Davanagere Town PS, Davanagere. Brief: Physical injury caused during gang/group clash. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Davanagere Town PS,Assigned to IO
CMP00382,KSP/DIS010/2026/00382,2026-11-19,Vijay Sharma,9876110382,"Kidnapping reported at Mysuru Central PS, Mysuru. Brief: Abduction for ransom or coercion. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Mysuru Central PS,Assigned to IO
CMP00383,KSP/DIS011/2026/00383,2026-12-20,Manjunath Nair,9876110383,"Missing Person reported at Mandya Cyber Crime PS, Mandya. Brief: Trace & locate missing citizen petition. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Mandya Cyber Crime PS,Assigned to IO
CMP00384,KSP/DIS012/2026/00384,2026-01-21,Meena Verma,9876110384,"Theft reported at Hassan Traffic PS, Hassan. Brief: Larceny of personal or commercial goods. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Hassan Traffic PS,Assigned to IO
CMP00385,KSP/DIS013/2026/00385,2026-02-22,Anil Reddy,9876110385,"Vehicle Theft reported at Chamarajanagara Town PS, Chamarajanagara. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Chamarajanagara Town PS,Assigned to IO
CMP00386,KSP/DIS014/2026/00386,2026-03-23,Sunil Khan,9876110386,"Burglary reported at Kodagu Central PS, Kodagu. Brief: Overnight trespass and property theft. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Kodagu Central PS,Assigned to IO
CMP00387,KSP/DIS015/2026/00387,2026-04-24,Bhavya Mehta,9876110387,"Robbery reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Armed robbery using force or coercion. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Cyber Crime PS,Assigned to IO
CMP00388,KSP/DIS016/2026/00388,2026-05-25,Ganesh Kulkarni,9876110388,"Chain Snatching reported at Udupi Traffic PS, Udupi. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Udupi Traffic PS,Assigned to IO
CMP00389,KSP/DIS017/2026/00389,2026-06-26,Nitin Hegde,9876110389,"Cyber Crime reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: Hacking, malware infection, IT Act violation. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Town PS,Assigned to IO
CMP00390,KSP/DIS018/2026/00390,2026-07-27,Ananya Shetty,9876110390,"UPI Fraud reported at Belagavi Central PS, Belagavi. Brief: Fake QR code or deceptive payment request. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Belagavi Central PS,Assigned to IO
CMP00391,KSP/DIS019/2026/00391,2026-08-28,Vikas Bhat,9876110391,"Online Banking Fraud reported at Dharwad Cyber Crime PS, Dharwad. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Dharwad Cyber Crime PS,Assigned to IO
CMP00392,KSP/DIS020/2026/00392,2026-09-01,Rahul Deshmukh,9876110392,"Identity Theft reported at Hubballi City Traffic PS, Hubballi City. Brief: SIM swap or stolen credential impersonation. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Hubballi City Traffic PS,Assigned to IO
CMP00393,KSP/DIS021/2026/00393,2026-10-02,Pooja Joshi,9876110393,"ATM Fraud reported at Gadag Town PS, Gadag. Brief: ATM skimming device or card cloning. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Gadag Town PS,Assigned to IO
CMP00394,KSP/DIS022/2026/00394,2026-11-03,Ajay Naik,9876110394,"Rape reported at Haveri Central PS, Haveri. Brief: Penal Code Section 376 prosecution. Incident occurred near Haveri Central PS, Haveri, Karnataka.",Haveri Central PS,Assigned to IO
CMP00395,KSP/DIS023/2026/00395,2026-12-04,Rohan Iyengar,9876110395,"Sexual Assault reported at Vijayapura Cyber Crime PS, Vijayapura. Brief: Outraging modesty and sexual harassment. Incident occurred near Vijayapura Cyber Crime PS, Vijayapura, Karnataka.",Vijayapura Cyber Crime PS,Assigned to IO
CMP00396,KSP/DIS024/2026/00396,2026-01-05,Sunita Gowda,9876110396,"POCSO reported at Bagalkote Traffic PS, Bagalkote. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Bagalkote Traffic PS, Bagalkote, Karnataka.",Bagalkote Traffic PS,Assigned to IO
CMP00397,KSP/DIS025/2026/00397,2026-02-06,Sanjay Patil,9876110397,"Domestic Violence reported at Kalaburagi Town PS, Kalaburagi. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Kalaburagi Town PS,Assigned to IO
CMP00398,KSP/DIS026/2026/00398,2026-03-07,Mahesh Kumar,9876110398,"Illegal Weapons reported at Bidar Central PS, Bidar. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Bidar Central PS,Assigned to IO
CMP00399,KSP/DIS027/2026/00399,2026-04-08,Meena Rao,9876110399,"Drug Trafficking reported at Raichur Cyber Crime PS, Raichur. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Raichur Cyber Crime PS,Assigned to IO
CMP00400,KSP/DIS028/2026/00400,2026-05-09,Ramesh Sharma,9876110400,"Human Trafficking reported at Koppal Traffic PS, Koppal. Brief: Forced labor or trafficking rescue operation. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Koppal Traffic PS,Assigned to IO
CMP00401,KSP/DIS029/2026/00401,2026-06-10,Suresh Nair,9876110401,"Gambling reported at Yadgir Town PS, Yadgir. Brief: Illegal betting & Matka operation bust. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Yadgir Town PS,Assigned to IO
CMP00402,KSP/DIS030/2026/00402,2026-07-11,Bhavya Verma,9876110402,"Wildlife Crime reported at Ballari Central PS, Ballari. Brief: Poaching of protected species or ivory seizure. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Ballari Central PS,Assigned to IO
CMP00403,KSP/DIS031/2026/00403,2026-08-12,Manjunath Reddy,9876110403,"Forest Crime reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Illegal sandalwood or timber smuggling. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Cyber Crime PS,Assigned to IO
CMP00404,KSP/DIS001/2026/00404,2026-09-13,Karthik Khan,9876110404,"Terror Related Activity reported at Electronic City Police Station, Bengaluru Urban. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Electronic City Police Station, Bengaluru Urban, Karnataka.",Electronic City Police Station,Assigned to IO
CMP00405,KSP/DIS002/2026/00405,2026-10-14,Ananya Mehta,9876110405,"Corruption reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Town PS,Assigned to IO
CMP00406,KSP/DIS003/2026/00406,2026-11-15,Sunil Kulkarni,9876110406,"Economic Offence reported at Ramanagara Central PS, Ramanagara. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Ramanagara Central PS,Assigned to IO
CMP00407,KSP/DIS004/2026/00407,2026-12-16,Praveen Hegde,9876110407,"White Collar Crime reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: Corporate embezzlement or insider fraud. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Chikkaballapura Cyber Crime PS,Assigned to IO
CMP00408,KSP/DIS005/2026/00408,2026-01-17,Pooja Shetty,9876110408,"Smuggling reported at Kolar Traffic PS, Kolar. Brief: Contraband gold or red sanders interception. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Kolar Traffic PS,Assigned to IO
CMP00409,KSP/DIS006/2026/00409,2026-02-18,Nitin Bhat,9876110409,"Extortion reported at Tumakuru Town PS, Tumakuru. Brief: Demanding protection money under threat. Incident occurred near Tumakuru Town PS, Tumakuru, Karnataka.",Tumakuru Town PS,Assigned to IO
CMP00410,KSP/DIS007/2026/00410,2026-03-19,Niranjan Deshmukh,9876110410,"Blackmail reported at Shivamogga Central PS, Shivamogga. Brief: Chantaje or extortion via compromised media. Incident occurred near Shivamogga Central PS, Shivamogga, Karnataka.",Shivamogga Central PS,Assigned to IO
CMP00411,KSP/DIS008/2026/00411,2026-04-20,Sunita Joshi,9876110411,"Counterfeit Currency reported at Chitradurga Cyber Crime PS, Chitradurga. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Chitradurga Cyber Crime PS, Chitradurga, Karnataka.",Chitradurga Cyber Crime PS,Assigned to IO
CMP00412,KSP/DIS009/2026/00412,2026-05-21,Rahul Naik,9876110412,"Fake Documents reported at Davanagere Traffic PS, Davanagere. Brief: Forgery of land title deeds or government IDs. Incident occurred near Davanagere Traffic PS, Davanagere, Karnataka.",Davanagere Traffic PS,Assigned to IO
CMP00413,KSP/DIS010/2026/00413,2026-06-22,Imran Iyengar,9876110413,"Hit and Run reported at Mysuru Town PS, Mysuru. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Mysuru Town PS, Mysuru, Karnataka.",Mysuru Town PS,Assigned to IO
CMP00414,KSP/DIS011/2026/00414,2026-07-23,Meena Gowda,9876110414,"Road Accident reported at Mandya Central PS, Mandya. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Mandya Central PS, Mandya, Karnataka.",Mandya Central PS,Assigned to IO
CMP00415,KSP/DIS012/2026/00415,2026-08-24,Rohan Patil,9876110415,"Fire Incident reported at Hassan Cyber Crime PS, Hassan. Brief: Industrial or residential fire accident inquiry. Incident occurred near Hassan Cyber Crime PS, Hassan, Karnataka.",Hassan Cyber Crime PS,Assigned to IO
CMP00416,KSP/DIS013/2026/00416,2026-09-25,Deepak Kumar,9876110416,"Unknown Dead Body reported at Chamarajanagara Traffic PS, Chamarajanagara. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Chamarajanagara Traffic PS, Chamarajanagara, Karnataka.",Chamarajanagara Traffic PS,Assigned to IO
CMP00417,KSP/DIS014/2026/00417,2026-10-26,Bhavya Rao,9876110417,"Suicide Investigation reported at Kodagu Town PS, Kodagu. Brief: Unnatural death and suicide note inquiry. Incident occurred near Kodagu Town PS, Kodagu, Karnataka.",Kodagu Town PS,Assigned to IO
CMP00418,KSP/DIS015/2026/00418,2026-11-27,Mahesh Sharma,9876110418,"Property Disputes reported at Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru). Brief: Civil boundary dispute causing law and order friction. Incident occurred near Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Central PS,Assigned to IO
CMP00419,KSP/DIS016/2026/00419,2026-12-28,Santosh Nair,9876110419,"Public Disturbance reported at Udupi Cyber Crime PS, Udupi. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Udupi Cyber Crime PS, Udupi, Karnataka.",Udupi Cyber Crime PS,Assigned to IO
CMP00420,KSP/DIS017/2026/00420,2026-01-01,Ananya Verma,9876110420,"Synthetic Drugs (MDMA) reported at Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar). Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Traffic PS,Assigned to IO
CMP00421,KSP/DIS018/2026/00421,2026-02-02,Suresh Reddy,9876110421,"Murder reported at Belagavi Town PS, Belagavi. Brief: Premeditated homicide investigation. Incident occurred near Belagavi Town PS, Belagavi, Karnataka.",Belagavi Town PS,Assigned to IO
CMP00422,KSP/DIS019/2026/00422,2026-03-03,Vijay Khan,9876110422,"Attempt to Murder reported at Dharwad Central PS, Dharwad. Brief: Violent assault with deadly weapon. Incident occurred near Dharwad Central PS, Dharwad, Karnataka.",Dharwad Central PS,Assigned to IO
CMP00423,KSP/DIS020/2026/00423,2026-04-04,Pooja Mehta,9876110423,"Assault & Grievous Hurt reported at Hubballi City Cyber Crime PS, Hubballi City. Brief: Physical injury caused during gang/group clash. Incident occurred near Hubballi City Cyber Crime PS, Hubballi City, Karnataka.",Hubballi City Cyber Crime PS,Assigned to IO
CMP00424,KSP/DIS021/2026/00424,2026-05-05,Karthik Kulkarni,9876110424,"Kidnapping reported at Gadag Traffic PS, Gadag. Brief: Abduction for ransom or coercion. Incident occurred near Gadag Traffic PS, Gadag, Karnataka.",Gadag Traffic PS,Assigned to IO
CMP00425,KSP/DIS022/2026/00425,2026-06-06,Anil Hegde,9876110425,"Missing Person reported at Haveri Town PS, Haveri. Brief: Trace & locate missing citizen petition. Incident occurred near Haveri Town PS, Haveri, Karnataka.",Haveri Town PS,Assigned to IO
CMP00426,KSP/DIS023/2026/00426,2026-07-07,Sunita Shetty,9876110426,"Theft reported at Vijayapura Central PS, Vijayapura. Brief: Larceny of personal or commercial goods. Incident occurred near Vijayapura Central PS, Vijayapura, Karnataka.",Vijayapura Central PS,Assigned to IO
CMP00427,KSP/DIS024/2026/00427,2026-08-08,Praveen Bhat,9876110427,"Vehicle Theft reported at Bagalkote Cyber Crime PS, Bagalkote. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Bagalkote Cyber Crime PS, Bagalkote, Karnataka.",Bagalkote Cyber Crime PS,Assigned to IO
CMP00428,KSP/DIS025/2026/00428,2026-09-09,Ganesh Deshmukh,9876110428,"Burglary reported at Kalaburagi Traffic PS, Kalaburagi. Brief: Overnight trespass and property theft. Incident occurred near Kalaburagi Traffic PS, Kalaburagi, Karnataka.",Kalaburagi Traffic PS,Assigned to IO
CMP00429,KSP/DIS026/2026/00429,2026-10-10,Meena Joshi,9876110429,"Robbery reported at Bidar Town PS, Bidar. Brief: Armed robbery using force or coercion. Incident occurred near Bidar Town PS, Bidar, Karnataka.",Bidar Town PS,Assigned to IO
CMP00430,KSP/DIS027/2026/00430,2026-11-11,Niranjan Naik,9876110430,"Chain Snatching reported at Raichur Central PS, Raichur. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Raichur Central PS, Raichur, Karnataka.",Raichur Central PS,Assigned to IO
CMP00431,KSP/DIS028/2026/00431,2026-12-12,Vikas Iyengar,9876110431,"Cyber Crime reported at Koppal Cyber Crime PS, Koppal. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Koppal Cyber Crime PS, Koppal, Karnataka.",Koppal Cyber Crime PS,Assigned to IO
CMP00432,KSP/DIS029/2026/00432,2026-01-13,Bhavya Gowda,9876110432,"UPI Fraud reported at Yadgir Traffic PS, Yadgir. Brief: Fake QR code or deceptive payment request. Incident occurred near Yadgir Traffic PS, Yadgir, Karnataka.",Yadgir Traffic PS,Assigned to IO
CMP00433,KSP/DIS030/2026/00433,2026-02-14,Imran Patil,9876110433,"Online Banking Fraud reported at Ballari Town PS, Ballari. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Ballari Town PS, Ballari, Karnataka.",Ballari Town PS,Assigned to IO
CMP00434,KSP/DIS031/2026/00434,2026-03-15,Ajay Kumar,9876110434,"Identity Theft reported at Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete). Brief: SIM swap or stolen credential impersonation. Incident occurred near Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Central PS,Assigned to IO
CMP00435,KSP/DIS001/2026/00435,2026-04-16,Ananya Rao,9876110435,"ATM Fraud reported at Bengaluru Urban Cyber Crime PS, Bengaluru Urban. Brief: ATM skimming device or card cloning. Incident occurred near Bengaluru Urban Cyber Crime PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Cyber Crime PS,Assigned to IO
CMP00436,KSP/DIS002/2026/00436,2026-05-17,Deepak Sharma,9876110436,"Rape reported at Bengaluru Rural Traffic PS, Bengaluru Rural. Brief: Penal Code Section 376 prosecution. Incident occurred near Bengaluru Rural Traffic PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Traffic PS,Assigned to IO
CMP00437,KSP/DIS003/2026/00437,2026-06-18,Sanjay Nair,9876110437,"Sexual Assault reported at Ramanagara Town PS, Ramanagara. Brief: Outraging modesty and sexual harassment. Incident occurred near Ramanagara Town PS, Ramanagara, Karnataka.",Ramanagara Town PS,Assigned to IO
CMP00438,KSP/DIS004/2026/00438,2026-07-19,Pooja Verma,9876110438,"POCSO reported at Chikkaballapura Central PS, Chikkaballapura. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Chikkaballapura Central PS, Chikkaballapura, Karnataka.",Chikkaballapura Central PS,Assigned to IO
CMP00439,KSP/DIS005/2026/00439,2026-08-20,Santosh Reddy,9876110439,"Domestic Violence reported at Kolar Cyber Crime PS, Kolar. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Kolar Cyber Crime PS, Kolar, Karnataka.",Kolar Cyber Crime PS,Assigned to IO
CMP00440,KSP/DIS006/2026/00440,2026-09-21,Ramesh Khan,9876110440,"Illegal Weapons reported at Tumakuru Traffic PS, Tumakuru. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Tumakuru Traffic PS, Tumakuru, Karnataka.",Tumakuru Traffic PS,Assigned to IO
CMP00441,KSP/DIS007/2026/00441,2026-10-22,Sunita Mehta,9876110441,"Drug Trafficking reported at Shivamogga Town PS, Shivamogga. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Shivamogga Town PS, Shivamogga, Karnataka.",Shivamogga Town PS,Assigned to IO
CMP00442,KSP/DIS008/2026/00442,2026-11-23,Vijay Kulkarni,9876110442,"Human Trafficking reported at Chitradurga Central PS, Chitradurga. Brief: Forced labor or trafficking rescue operation. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Chitradurga Central PS,Assigned to IO
CMP00443,KSP/DIS009/2026/00443,2026-12-24,Manjunath Hegde,9876110443,"Gambling reported at Davanagere Cyber Crime PS, Davanagere. Brief: Illegal betting & Matka operation bust. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Davanagere Cyber Crime PS,Assigned to IO
CMP00444,KSP/DIS010/2026/00444,2026-01-25,Meena Shetty,9876110444,"Wildlife Crime reported at Mysuru Traffic PS, Mysuru. Brief: Poaching of protected species or ivory seizure. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Mysuru Traffic PS,Assigned to IO
CMP00445,KSP/DIS011/2026/00445,2026-02-26,Anil Bhat,9876110445,"Forest Crime reported at Mandya Town PS, Mandya. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Mandya Town PS,Assigned to IO
CMP00446,KSP/DIS012/2026/00446,2026-03-27,Sunil Deshmukh,9876110446,"Terror Related Activity reported at Hassan Central PS, Hassan. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Hassan Central PS,Assigned to IO
CMP00447,KSP/DIS013/2026/00447,2026-04-28,Bhavya Joshi,9876110447,"Corruption reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Chamarajanagara Cyber Crime PS,Assigned to IO
CMP00448,KSP/DIS014/2026/00448,2026-05-01,Ganesh Naik,9876110448,"Economic Offence reported at Kodagu Traffic PS, Kodagu. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Kodagu Traffic PS,Assigned to IO
CMP00449,KSP/DIS015/2026/00449,2026-06-02,Nitin Iyengar,9876110449,"White Collar Crime reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: Corporate embezzlement or insider fraud. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Town PS,Assigned to IO
CMP00450,KSP/DIS016/2026/00450,2026-07-03,Ananya Gowda,9876110450,"Smuggling reported at Udupi Central PS, Udupi. Brief: Contraband gold or red sanders interception. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Udupi Central PS,Assigned to IO
CMP00451,KSP/DIS017/2026/00451,2026-08-04,Vikas Patil,9876110451,"Extortion reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: Demanding protection money under threat. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Cyber Crime PS,Assigned to IO
CMP00452,KSP/DIS018/2026/00452,2026-09-05,Rahul Kumar,9876110452,"Blackmail reported at Belagavi Traffic PS, Belagavi. Brief: Chantaje or extortion via compromised media. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Belagavi Traffic PS,Assigned to IO
CMP00453,KSP/DIS019/2026/00453,2026-10-06,Pooja Rao,9876110453,"Counterfeit Currency reported at Dharwad Town PS, Dharwad. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Dharwad Town PS,Assigned to IO
CMP00454,KSP/DIS020/2026/00454,2026-11-07,Ajay Sharma,9876110454,"Fake Documents reported at Hubballi City Central PS, Hubballi City. Brief: Forgery of land title deeds or government IDs. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Hubballi City Central PS,Assigned to IO
CMP00455,KSP/DIS021/2026/00455,2026-12-08,Rohan Nair,9876110455,"Hit and Run reported at Gadag Cyber Crime PS, Gadag. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Gadag Cyber Crime PS,Assigned to IO
CMP00456,KSP/DIS022/2026/00456,2026-01-09,Sunita Verma,9876110456,"Road Accident reported at Haveri Traffic PS, Haveri. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Haveri Traffic PS,Assigned to IO
CMP00457,KSP/DIS023/2026/00457,2026-02-10,Sanjay Reddy,9876110457,"Fire Incident reported at Vijayapura Town PS, Vijayapura. Brief: Industrial or residential fire accident inquiry. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Vijayapura Town PS,Assigned to IO
CMP00458,KSP/DIS024/2026/00458,2026-03-11,Mahesh Khan,9876110458,"Unknown Dead Body reported at Bagalkote Central PS, Bagalkote. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Bagalkote Central PS,Assigned to IO
CMP00459,KSP/DIS025/2026/00459,2026-04-12,Meena Mehta,9876110459,"Suicide Investigation reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Unnatural death and suicide note inquiry. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Kalaburagi Cyber Crime PS,Assigned to IO
CMP00460,KSP/DIS026/2026/00460,2026-05-13,Ramesh Kulkarni,9876110460,"Property Disputes reported at Bidar Traffic PS, Bidar. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Bidar Traffic PS,Assigned to IO
CMP00461,KSP/DIS027/2026/00461,2026-06-14,Suresh Hegde,9876110461,"Public Disturbance reported at Raichur Town PS, Raichur. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Raichur Town PS,Assigned to IO
CMP00462,KSP/DIS028/2026/00462,2026-07-15,Bhavya Shetty,9876110462,"Synthetic Drugs (MDMA) reported at Koppal Central PS, Koppal. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Koppal Central PS,Assigned to IO
CMP00463,KSP/DIS029/2026/00463,2026-08-16,Manjunath Bhat,9876110463,"Murder reported at Yadgir Cyber Crime PS, Yadgir. Brief: Premeditated homicide investigation. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Yadgir Cyber Crime PS,Assigned to IO
CMP00464,KSP/DIS030/2026/00464,2026-09-17,Karthik Deshmukh,9876110464,"Attempt to Murder reported at Ballari Traffic PS, Ballari. Brief: Violent assault with deadly weapon. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Ballari Traffic PS,Assigned to IO
CMP00465,KSP/DIS031/2026/00465,2026-10-18,Ananya Joshi,9876110465,"Assault & Grievous Hurt reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Physical injury caused during gang/group clash. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Town PS,Assigned to IO
